Stadium,Biographie,url de l'image,Capacity,Country
Estadio_José_Amalfitani,"Le stade José Amalfitani est un stade argentin, se situant à Buenos Aires. Il s'agit du stade du club résident du Vélez Sarsfield (D1 argentine), ainsi que des Jaguars, la franchise argentine de Super Rugby. Les Pumas, c'est-à-dire l'équipe d'Argentine de rugby à XV, y disputent également plusieurs matches par années. L'enceinte est nommée ainsi en l'honneur de l'une des figures les plus importantes de l'histoire du Vélez Sarsfield qui fut pendant 30 ans président du club (de 1923 à 1925 puis 1941 à 1969). Le stade est surnommé El Fortín.
Construit entre 1947 et 1951, le stade a une capacité d'accueil de 49 540 spectateurs. Ce stade accueillit la Coupe du monde de football de 1978. Il y eut trois matchs du groupe C lors du premier tour (Autriche-Espagne, Autriche-Suède et Espagne-Suède). Il accueillit la Coupe du monde de football des moins de 20 ans 2001. Tous les matchs du groupe A, deux huitièmes de finale, un quart de finale, une demi-finale, le match pour la 3e place ainsi que la finale (Argentine-Ghana 3-0) se déroulèrent dans ce stade. 
Ce stade sert aussi pour les concerts musicaux : Iron Maiden, Luis Miguel, The Killers, Inxs, Red Hot Chili Peppers, Erasure, Roxette, Sheryl Crow, Nirvana, The Ramones, The B-52's, Nina Hagen, Depeche Mode, Travis, Starsailor, Helloween, Aerosmith, Queen, Metallica, Slayer, Eric Clapton, Whitney Houston, Rod Stewart, Bob Dylan, Matisyahu, Queen + Paul Rodgers, Motörhead, UB40, One direction sont venus dans ce stade pour un concert. 
",Inconnue,49540,Argentina
Estadio_Malvinas_Argentinas,"Le stade Malvinas Argentinas est un stade de football basé dans la ville de Mendoza, en Argentine.
Il a été construit à partir de 1976 en vue d'accueillir plusieurs rencontres de la Coupe du monde de football 1978, organisée en Argentine. Il a été inauguré en 1978 sous le nom de Estadio Ciudad de Mendoza. Le stade a été le théâtre de six rencontres de la phase finale.
En 1982, le stade a été rebaptisé Malvinas Argentinas (Malouines argentines) après la guerre des Malouines.
À partir de 2006, le club de Godoy Cruz qui dispute ses rencontres à domicile lors du championnat d'Argentine de football, à la suite de son accession parmi l'élite argentine. En effet, auparavant, aucun club de la ville n'avait atteint ce niveau et le stade n' été utile qu'à de rares occasions comme des rencontres du Tournoi National jusqu'en 1985. Le club d'Argentinos Junior a utilisé le stade pour ses rencontres à domicile durant une saison.
En 2011, il accueillera les matchs d'une nouvelle compétition, la Copa América 2011. À partir de 2012, il accueille certains matchs de l’équipe d'Argentine de rugby à XV dans le cadre du Rugby Championship.
Le stade accueille les trois rencontres du premier tour de l'équipe des Pays-Bas, finalistes en 1974, ainsi que trois rencontres du 2e tour.

Stade Malvinas-Argentinas.

",Inconnue,40268,Argentina
Estadio_Marcelo_Bielsa,"Le stade Marcelo Bielsa, surnommé El Coloso del Parque, est un stade de football inauguré en 1911 et situé à Rosario en Argentine. Il accueille les matchs à domicile du club des Newell's Old Boys, évoluant en première division.
Ce stade n'avait aucun nom officiel jusqu'en 2009, quand le stade est baptisé d'après Marcelo Bielsa, ancien joueur et entraîneur des Newell's Old Boys et ancien sélectionneur argentin.
",Inconnue,42000,Argentina
Estadio_Mario_Alberto_Kempes,"Le stade Mario Alberto Kempes (anciennement stade olympique Chateau Carreras ou stade de Córdoba) est un stade argentin se trouvant à Córdoba et ayant trois clubs résidents : Club Atlético Talleres (D1 argentine), Instituto Atlético Central Córdoba (D2 argentine) et Club Atlético Belgrano (D2 argentine).
Construit en 1976, pour une  capacité de 46083 spectateurs, et rénové en 2011 pour la Copa America  , le stade possède une capacité de 57000 spectateurs .
Il accueillit des matchs du premier tour (RFA-Mexique, RFA-Tunisie, Pérou-Écosse, Écosse-Iran et Pérou-Iran) ainsi que du second tour (Autriche-Pays-Bas, Pays-Bas-RFA et Autriche-RFA) de la Coupe du monde de football de 1978.
Il accueillit aussi tous les matchs du groupe B et une demi-finale (Chili-Colombie) de la Copa América 1987.
La Coupe du monde de football des moins de 20 ans s'y déroula aussi (matchs du groupe B, un quart-de-finale et une demi-finale).
Ce stade a aussi servi dans un autre sport, le rallye. Il accueillit en 2006 et en 2007 le rallye d'Argentine comptant pour le championnat du monde des rallyes.
Il accueille la finale de la Copa Sudamericana 2020 entre le CA Lanús et Defensa y Justicia.
Le stade accueille régulièrement des concerts : Gloria Gaynor (1978), Roxette (1992), Peter Gabriel et Bon Jovi (1993), Aerosmith (1994), Ricky Martin (1995), Los Fabulosos Cadillacs (2008), Shakira (2011),         Madonna (2012), No Te Va Gustar et Justin Bieber (2013), Iron Maiden et |Paul McCartney (2016) pour n'en citer que quelques-uns

",//upload.wikimedia.org/wikipedia/commons/thumb/4/40/Messi_tiro_libre_frente_a_paraguay.jpg/260px-Messi_tiro_libre_frente_a_paraguay.jpg,57000,Argentina
Estadio_Tomás_Adolfo_Ducó,"Le stade Tomás Adolfo Ducó est un stade de football inauguré en 1949 et situé à Buenos Aires en Argentine. 
Il accueille les matchs à domicile du club de l'Atlético Huracán, évoluant en première division.
",Inconnue,48314,Argentina
La_Bombonera,"L'Estadio Alberto J. Armando, communément surnommé la Bombonera (« boîte à bonbons »), est un stade de football situé dans le quartier de La Boca à Buenos Aires (Argentine). C'est le domicile de l'équipe argentine du CA Boca Juniors, l'une des équipes les plus titrées en Argentine et dans le monde. Avec ses 54 000 places, il est le troisième stade d'Argentine par sa capacité.
La construction de la Bombonera fut entamée en 1938 dans le quartier de La Boca, à l'initiative du président du club Camilo Cichero pour répondre à ses besoins. Entre cette année et le 25 mai 1940, date d'inauguration, Boca Juniors recevait ses adversaires dans l'Estadio Ricardo Etcheverry, stade appartenant à l'équipe de Ferrocarril Oeste. La Bombonera comprenait alors deux étages de gradins.
Le stade fut inauguré sous la présidence du club de Eduardo Sánchez Terrero, lors d'un match amical de Boca Juniors contre San Lorenzo, une autre équipe de Buenos Aires. Boca Juniors s'imposa 2 à 0, deux buts de Ricardo Alarcón. Le match suivant, comptant cette fois pour la compétition officielle, opposa le 2 juin Boca Juniors aux rosarinos de Newell's Old Boys. Boca Juniors s'imposa à nouveau 2 à 0, avec des buts de Ricardo Alarcón et Bernardo Gandulla.
Entre 1949 et 1953, des travaux ont été engagés pour ajouter un troisième étage de gradins et finaliser la construction du stade. L'éclairage électrique fut aussi inauguré en 1953.
Des modifications importantes étaient planifiées pour 1975 par le président Alberto J. Armando, mais durent être abandonnées notamment à cause de la situation politique et économique difficile en Argentine durant cette période.
Jusque dans les années 1990, le stade ne reçut donc aucune modification majeure. En 1996, sous la présidence de Mauricio Macri, sa capacité fut élevée à 57 395 places : 2 780 places en loges, 37 538 places assises et 17 077 places debout. Pour cela, les anciennes loges qui donnaient sur la rue Del Valle Iberlucea furent démolies, remplacées par une petite tribune. Au-dessus de cette tribune furent construites les nouvelles loges, cette fois construites avec une structure métallique. Pour les premiers matchs joués dans cette nouvelle Bombonera, Boca Juniors connut d'abord une déroute 0-6 face au Gimnasia La Plata, puis une victoire 4-1 face à River Plate et une autre 3-1 contre l'Universidad de Chile.
C'est la forme rectangulaire caractéristique du stade, avec des gradins élevés, qui lui a rapidement valu son surnom de Bombonera : la « bonbonnière  ». Il aurait été donné par José Luis Delpini, l'ingénieur ayant conçu le stade. Le stade fut officiellement nommé Camilo Cichero en 1986, d'après le nom du président qui initia sa construction en 1938. Il fut renommé officiellement Alberto J. Armando en 2002.
Aussi bien l'intérieur que l'extérieur du stade sont décorés de peintures murales de l'artiste Pérez Célis, représentant de nombreux joueurs célèbres du club et différents aspects de la culture du quartier.
Le stade abrite également depuis 2001 un musée célébrant l'histoire du club.

",//upload.wikimedia.org/wikipedia/commons/thumb/6/69/La_Bombonera._-_panoramio.jpg/260px-La_Bombonera._-_panoramio.jpg,49000,Argentina
AAMI_Park,"L'AAMI Park, connu également sous le nom de stade rectangulaire de Melbourne, est un stade construit à Melbourne (Australie) entre 2007 et 2010 pour répondre aux exigences du rugby à XIII.
Il est utilisé par le Melbourne Storm mais est conçu également pour le football et le rugby à XV. Il est donc aussi l'hôte des Melbourne Rebels, club de Super 15, du Melbourne Victory et du Melbourne Heart, équipes de A-League.
Son nom a été donné par la firme Suncorp-Metway, qui a acheté les droits pour huit années.
Son inauguration a lieu le 7 mai 2010 lors d'un match de rugby à XIII opposant l'Australie à la Nouvelle-Zélande pour le compte de l'ANZAC Test, devant 31 000 spectateurs (capacité du stade).

",Inconnue,30050,Australia
ANZ_Stadium,"Pour le stade homonyme de Suva, voir ANZ Stadium (Suva).
Le Stadium Australia est un stade situé dans le parc olympique de Sydney en Australie. L'enceinte, dont la construction s'étala de septembre 1996 à mars 1999, fut bâtie de manière à accueillir les Jeux olympiques d'été de 2000.
La construction du stade débuta en septembre 1996 et s'acheva en mars 1999[1]. Le stade fut bâti afin d'avoir une capacité de 110 000 spectateurs[2], ce qui en faisait le plus grand d'Australie. Il subit des rénovations en 2003, réduisant sa capacité à 83 500 places en configuration rectangulaire et 82 500 places en configuration ovale. La couverture fut étendue, de telle sorte que 90 % des places sont désormais couvertes.
La première manifestation sportive organisée dans ce stade eut lieu le 6 mars 1999 : il s'agissait de deux matchs de rugby à XIII qui attirèrent 104 583 spectateurs. Le stade ne fut officiellement inauguré qu'en juin 1999 à l'occasion d'un match de football entre l'équipe d'Australie et une équipe de la FIFA ; cette rencontre attira 88 101 spectateurs.
Un match de rugby à XV disputé en 1999 et comptant pour la Bledisloe Cup entre les équipes d'Australie et de Nouvelle-Zélande attira 107 042 spectateurs, un record pour un match de rugby. Celui-ci fut battu en 2000 à l'occasion d'un autre match de rugby à XV entre ces mêmes équipes, il y eut 109 874 spectateurs (victoire des All Blacks par 39-35).
Le record d'affluence pour un match de rugby à XIII fut établi lors du « Grand Final » NRL en octobre 1999, qui opposa Melbourne à St. George, avec 107 999 spectateurs.
Le nombre maximal de spectateurs pour des épreuves d'athlétisme fut atteint pendant les Jeux olympiques d'été de 2000, ces derniers réunissant 112 524 spectateurs. Le record absolu d'affluence fut enregistré lors de la cérémonie de clôture des Jeux olympiques d'été avec 114 714 spectateurs.
Le stade fut reconfiguré entre octobre 2001 et octobre 2003[1] afin de permettre la tenue de sports nécessitant un terrain ovale, comme le cricket et le football australien. La piste d'athlétisme fut supprimée à cette occasion. Les travaux furent terminés à temps pour qu'une demi-finale et la finale de la coupe du monde de rugby 2003 puissent se disputer dans ce stade.
En 2002, l'opérateur de télécommunications Telstra signe un contrat de naming avec le stade[3].
En 2008, la banque Australia and New Zealand Banking Group remplace Telstra en tant que nouveau bénéficiaire des droits de nommage du stade, ce dernier étant désormais désigné en tant que ANZ Stadium[3].
Le Telstra Stadium a comme pensionnaires réguliers, plusieurs équipes du championnat australien de rugby à XIII, la NRL. Ces équipes sont les Canterbury Bulldogs, les South Sydney Rabbitohs et les Wests Tigers. Il accueille aussi, chaque année, de grands événements treizistes avec le State of Origin et la finale de la NRL qui font le plein de spectateurs. Le record dans la nouvelle configuration est détenu par le Adele Live 2017, avec 95 544 spectateurs. 
Taylor Swift a fait un concert le 28 novembre 2015 dans le cadre de sa tournée The 1989 World Tour devant 75 980 spectateurs.
En décembre 2020, le contrat de naming avec la banque ANZ touchant à son terme, l'enceinte sportive retrouve son nom générique Stadium Australia[3]
",Inconnue,83500,Australia
Coopers_Stadium,"Le Norwood Oval est un stade de football australien et de baseball situé dans le quartier de Norwood près d'Adélaïde en Australie-Méridionale.
Il est administré par le Norwood Football Club, le club de football australien résident. Le stade est utilisé depuis 2011 par les Adelaide Bite en baseball avec le retour de la Ligue australienne de baseball.
Construit à la fin des années 1890, le stade accueille principalement des rencontres de football australien. Le Norwood Oval appartient à la municipalité de Payneham et St Peters qui le loue au Norwood FC, un club évoluant dans la Ligue d'Australie méridionale de football australien (SANFL).
En 1971, lors d'un match entre Norwood et Port Adelaide, 20 280 assistent à la rencontre, ce qui constitue le record d'affluence du stade.
Le baseball y est pratiqué depuis les années 1960, d'abord par l'équipe de l'état (South Australia) qui y gagne à plusieurs reprises la Claxton Shield[1], puis de 1989 à 1999 par les Adelaide Giants en Ligue australienne de baseball (ABL). 
Le Norwood Oval est renommé Coopers Stadium pendant les années 2000. C'est l'un des plus grands stades de football australien de l'état. 
Avec le retour de l'ABL en 2009, le stade est de nouveau utilisé pour le baseball par les Adelaide Bite[2].

",//upload.wikimedia.org/wikipedia/commons/thumb/1/1c/OIC_norwood_oval_1.jpg/260px-OIC_norwood_oval_1.jpg,17000,Australia
Hunter_Stadium,"Le Hunter Stadium est un stade situé à Newcastle en Australie. C'est le terrain de l'équipe de rugby à XIII, des Newcastle Knights. Le stade appartient au gouvernement de Nouvelle-Galles du Sud et est administré par l'Hunter International Sports Centre Trust. Il a été connu auparavant sous les appellations Marathon Stadium, EnergyAustralia Stadium et Ausgrid Stadium.
Les travaux de construction du stade commencèrent le 1er décembre 1967 et il fut officiellement inauguré le 10 avril 1970 par la reine Élisabeth II. 
À l'origine le stade était ovale et fut converti en stade rectangulaire lorsque les Knights intégrèrent le championnat d'Australie de rugby à XIII (NRL).
Avant son redéveloppement, le stade avait une capacité de 28 000 places. Le record de spectateur s'élève à 32 642 specteteurs pour le match entre les Knights et Manly Sea Eagles en juillet 1995. 
À la suite de la retraite d'Andrew Johns, capitaine emblématique des Knights, la nouvelle tribune a été renommé Andrew Johns Stand.
À partir de  2008-2010, le stade va être agrandi pour atteindre 33 000 ou 40 000 places, à la suite de la candidature de l'Australie à l'organisation de la coupe d'Asie de football 2015 et la coupe du monde de football 2018. Le stade a accueilli le match Angleterre-Nouvelle Zélande lors de la coupe du monde de rugby à XIII en 2008.
",Inconnue,33000,Australia
Marvel_Stadium,"Ne pas confondre avec le City of Manchester Stadium, également appelé Etihad Stadium, stade possédant le même sponsor basé à Manchester.
Le Docklands Stadium est un stade omnisports situé à Melbourne dans l'État de Victoria en Australie. C'est principalement un terrain de football australien. Inauguré le 9 mars 2000, il compte 56 347 places pour les rencontres de l'Australian Football League . À la faveur de plusieurs contrats de parrainage le stade s'est successivement appelé Colonial Stadium (2000-2002), Telstra Dome (2002-2009), Etihad Stadium (2009-2018) et Marvel Stadium
Le Docklands Stadium est le domicile de cinq clubs de l'Australian Football League : Essendon, Western Bulldogs, St Kilda, Kangaroos et Carlton. Il dispose de 68 Corporate Boxes (loges privatives) dont deux Super Suites.
Il accueille également des matchs internationaux de rugby à XIII ou à XV.
Depuis son ouverture le 9 mars 2000, plus de 17 millions de personnes ont transité dans le stade.
Lors de la soirée d'ouverture, Essendon dirigé par Kevin Sheedy et James Hird a vaincu Port Adelaide 24.12 (156) à 8.14 (62) lors d'un match de football australien.
Le 1er octobre 2002, le stade a été officiellement rebaptisé Telstra Dome lorsque Telstra racheta les droits de naming à la Colonial State Bank. Il était anciennement connu sous le nom de Colonial Stadium. Le 1er mars 2009, le nom change en Etihad Stadium pour cinq ans, à la suite du rachat des droits par Etihad Airways[2]. Le 24 mai 2018, Disney Australia signe un contrat de parrainage du stade  qui doit débuter en septembre 2018, à la fin de celle d'Etihad, le nom du stade passant d’Etihad Stadium à Marvel Stadium[3],[4].
Vue extérieure
Panorama
Match AFL
Rugby à sept aux Jeux du Commonwealth (2006)
Ancien logo
 Cliquez sur une vignette pour l’agrandir.

",Inconnue,56347,Australia
Melbourne_Cricket_Ground,"Le Melbourne Cricket Ground (MCG) est un stade sportif situé à Yarra Park dans le centre-ville de Melbourne en Australie. Inauguré en 1853, il est depuis cette date le terrain de jeu du Melbourne Cricket Club. Il est le dixième plus grand stade au monde, le plus important en Australie, le plus grand stade pour jouer au cricket, et détient le record du monde pour la plus haute des tours d'éclairage situées dans un stade sportif. 
Au niveau international, le stade du MCG est surtout connu comme pièce maîtresse des Jeux olympiques d'été de 1956 et des Jeux du Commonwealth de 2006. Le stade, ouvert en plein air, est aussi l'un des plus célèbres stades de cricket, avec des records de fréquentations pour les Boxing Day et les test-matchs de cricket qui y ont lieu chaque année à partir du jour du Boxing Day. Tout au long de l'hiver, il accueille des matchs de football australien : au moins une partie y est disputée chaque semaine et il accueille vers la fin de septembre l'AFL Grand Final, qui le remplit alors à sa capacité maximale. 
Le MCG est à portée de marche du centre-ville et est desservi par les stations ferroviaires de Richmond et de Jolimont gare. Il fait partie de la zone de sports et loisirs de Melbourne.
Le premier match de cricket est disputé sur le site le 30 septembre 1854. Le football australien y fait ses débuts le 12 juillet 1859. 
Le record d'affluence pour un match de cricket remonte au 11 février 1961 avec 90 800 spectateurs.
En football australien, 121 696 spectateurs assistèrent à la Grand Final du 26 septembre 1970.
Les autres sports accessoirement pratiqués au MCG sont le  football (soccer), le baseball, le rugby à XIII et le rugby à XV.
Le record d'affluence pour le rugby à XIII a été battu en 2015  (91 513 pour le second match de la série des State of Origin).
Le premier concert musical donné au MCG fut celui de David Cassidy en 1974. Parmi les autres artistes s'y étant produit, on citera David Bowie, Paul McCartney, U2 and Madonna, The Rolling Stones, Michael Jackson, Elton John, Billy Joel et The Police (le 26 janvier 2008).
Le 6 octobre 2018 la WWE produit un show spécial diffusé sur le WWE Network, Super Show-Down.
Aux abords du stade, des statues de sportifs constituent la Parade of Champions.
Cricket au MCG
Vue aérienne du MCG
Le MCG en 1878

",//upload.wikimedia.org/wikipedia/fr/3/3c/MCG_Logo.gif,100024,Australia
Optus_Stadium,"Le Perth Stadium, officiellement appelé Optus Stadium, est un stade situé à Perth dans la banlieue de Burswood, en Australie-Occidentale. Il a été inauguré officiellement le 21 janvier 2018. D'une capacité de plus de 60000 spectateurs, il s'agit du troisième stade le plus grand d'Australie.
Le stade est dévolue avant tout à la pratique du cricket et du football australien où s'y trouvent les clubs de West Coast Eagles, Fremantle FC et Perth Scorchers. Des rencontres de football, de rugby à XIII et de rugby à XV peuvent également s'y tenir.

Le stade est parfois utilisé à des fins promotionnelles par la NRL, la fédération de rugby à XIII australienne[1] ; le sport est peu développé en Australie-Occidentale mais attire de plus en plus de spectateurs.
Des matchs du State of Origin y sont également organisés[2].
Présentation du stade lors du State of Origins de 2019



",Inconnue,60000,Australia
